# label=2017E_v9_Data
# source=root://cms-xrd-global.cern.ch//store/data/Run2017E/JetHT/NANOAOD/UL2017_MiniAODv2_NanoAODv9-v1/70000/C53BE643-D1A6-4D45-9BA0-4156436423DF.root
# columns: tree	branch	type	lenVar
Events	L1_DoubleJet100er2p3_dEta_Max1p6	Bool_t	
Events	L1_DoubleJet100er2p7	Bool_t	
Events	L1_DoubleJet100er3p0	Bool_t	
Events	L1_DoubleJet112er2p3_dEta_Max1p6	Bool_t	
Events	L1_DoubleJet112er2p7	Bool_t	
Events	L1_DoubleJet112er3p0	Bool_t	
Events	L1_DoubleJet120er2p7	Bool_t	
Events	L1_DoubleJet120er3p0	Bool_t	
Events	L1_DoubleJet150er2p7	Bool_t	
Events	L1_DoubleJet150er3p0	Bool_t	
Events	L1_DoubleJet30_Mass_Min300_dEta_Max1p5	Bool_t	
Events	L1_DoubleJet30_Mass_Min320_dEta_Max1p5	Bool_t	
Events	L1_DoubleJet30_Mass_Min340_dEta_Max1p5	Bool_t	
Events	L1_DoubleJet30_Mass_Min360_dEta_Max1p5	Bool_t	
Events	L1_DoubleJet30_Mass_Min380_dEta_Max1p5	Bool_t	
Events	L1_DoubleJet30_Mass_Min400_Mu10	Bool_t	
Events	L1_DoubleJet30_Mass_Min400_Mu6	Bool_t	
Events	L1_DoubleJet30_Mass_Min400_dEta_Max1p5	Bool_t	
Events	L1_DoubleJet35_rmovlp_IsoTau45_Mass_Min450	Bool_t	
Events	L1_DoubleJet40er2p7	Bool_t	
Events	L1_DoubleJet40er3p0	Bool_t	
Events	L1_DoubleJet50er2p7	Bool_t	
Events	L1_DoubleJet50er3p0	Bool_t	
Events	L1_DoubleJet60er2p7	Bool_t	
Events	L1_DoubleJet60er2p7_ETM100	Bool_t	
Events	L1_DoubleJet60er2p7_ETM60	Bool_t	
Events	L1_DoubleJet60er2p7_ETM70	Bool_t	
Events	L1_DoubleJet60er2p7_ETM80	Bool_t	
Events	L1_DoubleJet60er2p7_ETM90	Bool_t	
Events	L1_DoubleJet60er3p0	Bool_t	
Events	L1_DoubleJet60er3p0_ETM100	Bool_t	
Events	L1_DoubleJet60er3p0_ETM60	Bool_t	
Events	L1_DoubleJet60er3p0_ETM70	Bool_t	
Events	L1_DoubleJet60er3p0_ETM80	Bool_t	
Events	L1_DoubleJet60er3p0_ETM90	Bool_t	
Events	L1_DoubleJet80er2p7	Bool_t	
Events	L1_DoubleJet80er3p0	Bool_t	
Events	L1_DoubleJet_100_30_DoubleJet30_Mass_Min620	Bool_t	
Events	L1_DoubleJet_100_35_DoubleJet35_Mass_Min620	Bool_t	
Events	L1_DoubleJet_110_35_DoubleJet35_Mass_Min620	Bool_t	
Events	L1_DoubleJet_110_40_DoubleJet40_Mass_Min620	Bool_t	
Events	L1_DoubleJet_115_35_DoubleJet35_Mass_Min620	Bool_t	
Events	L1_DoubleJet_115_40_DoubleJet40_Mass_Min620	Bool_t	
Events	L1_DoubleJet_90_30_DoubleJet30_Mass_Min620	Bool_t	
Events	L1_DoubleLooseIsoEG22er2p1	Bool_t	
Events	L1_DoubleLooseIsoEG24er2p1	Bool_t	
Events	L1_DoubleMu0	Bool_t	
Events	L1_DoubleMu0_ETM40	Bool_t	
Events	L1_DoubleMu0_ETM55	Bool_t	
Events	L1_DoubleMu0_ETM60	Bool_t	
Events	L1_DoubleMu0_ETM65	Bool_t	
Events	L1_DoubleMu0_ETM70	Bool_t	
Events	L1_DoubleMu0_ETMHF40_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu0_ETMHF50_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu0_ETMHF60_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu0_ETMHF70_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu0_ETMHF80_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu0_SQ	Bool_t	
Events	L1_DoubleMu0_SQ_OS	Bool_t	
Events	L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4	Bool_t	
Events	L1_DoubleMu0er1p4_dEta_Max1p8_OS	Bool_t	
Events	L1_DoubleMu0er1p5_SQ_OS	Bool_t	
Events	L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4	Bool_t	
Events	L1_DoubleMu0er1p5_SQ_dR_Max1p4	Bool_t	
Events	L1_DoubleMu0er2_SQ_dR_Max1p4	Bool_t	
Events	L1_DoubleMu18er2p1	Bool_t	
Events	L1_DoubleMu22er2p1	Bool_t	
Events	L1_DoubleMu3_OS_DoubleEG7p5Upsilon	Bool_t	
Events	L1_DoubleMu3_SQ_ETMHF40_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu3_SQ_ETMHF50_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu3_SQ_ETMHF60_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu3_SQ_ETMHF70_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu3_SQ_ETMHF80_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_DoubleMu3_SQ_HTT100er	Bool_t	
Events	L1_DoubleMu3_SQ_HTT200er	Bool_t	
Events	L1_DoubleMu3_SQ_HTT220er	Bool_t	
Events	L1_DoubleMu3_SQ_HTT240er	Bool_t	
Events	L1_DoubleMu4_OS_EG12	Bool_t	
Events	L1_DoubleMu4_SQ_OS	Bool_t	
Events	L1_DoubleMu4_SQ_OS_dR_Max1p2	Bool_t	
Events	L1_DoubleMu4p5_SQ	Bool_t	
Events	L1_DoubleMu4p5_SQ_OS	Bool_t	
Events	L1_DoubleMu4p5_SQ_OS_dR_Max1p2	Bool_t	
Events	L1_DoubleMu4p5er2p0_SQ_OS	Bool_t	
Events	L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18	Bool_t	
Events	L1_DoubleMu5Upsilon_OS_DoubleEG3	Bool_t	
Events	L1_DoubleMu5_OS_EG12	Bool_t	
Events	L1_DoubleMu5_SQ_OS	Bool_t	
Events	L1_DoubleMu5_SQ_OS_Mass7to18	Bool_t	
Events	L1_DoubleMu6_SQ_OS	Bool_t	
Events	L1_DoubleMu7_EG7	Bool_t	
Events	L1_DoubleMu7_SQ_EG7	Bool_t	
Events	L1_DoubleMu8_SQ	Bool_t	
Events	L1_DoubleMu_10_0_dEta_Max1p8	Bool_t	
Events	L1_DoubleMu_11_4	Bool_t	
Events	L1_DoubleMu_12_5	Bool_t	
Events	L1_DoubleMu_12_8	Bool_t	
Events	L1_DoubleMu_13_6	Bool_t	
Events	L1_DoubleMu_15_5	Bool_t	
Events	L1_DoubleMu_15_5_SQ	Bool_t	
Events	L1_DoubleMu_15_7	Bool_t	
Events	L1_DoubleMu_15_7_SQ	Bool_t	
Events	L1_DoubleMu_15_7_SQ_Mass_Min4	Bool_t	
Events	L1_DoubleMu_20_2_SQ_Mass_Max20	Bool_t	
Events	L1_DoubleTau50er2p1	Bool_t	
Events	L1_DoubleTau70er2p1	Bool_t	
Events	L1_EG25er2p1_HTT125er	Bool_t	
Events	L1_EG27er2p1_HTT200er	Bool_t	
Events	L1_ETM100	Bool_t	
Events	L1_ETM100_Jet60_dPhi_Min0p4	Bool_t	
Events	L1_ETM105	Bool_t	
Events	L1_ETM110	Bool_t	
Events	L1_ETM110_Jet60_dPhi_Min0p4	Bool_t	
Events	L1_ETM115	Bool_t	
Events	L1_ETM120	Bool_t	
Events	L1_ETM150	Bool_t	
Events	L1_ETM30	Bool_t	
Events	L1_ETM40	Bool_t	
Events	L1_ETM50	Bool_t	
Events	L1_ETM60	Bool_t	
Events	L1_ETM70	Bool_t	
Events	L1_ETM75	Bool_t	
Events	L1_ETM75_Jet60_dPhi_Min0p4	Bool_t	
Events	L1_ETM80	Bool_t	
Events	L1_ETM80_Jet60_dPhi_Min0p4	Bool_t	
Events	L1_ETM85	Bool_t	
Events	L1_ETM90	Bool_t	
Events	L1_ETM90_Jet60_dPhi_Min0p4	Bool_t	
Events	L1_ETM95	Bool_t	
Events	L1_ETMHF100	Bool_t	
Events	L1_ETMHF100_HTT60er	Bool_t	
Events	L1_ETMHF100_Jet60_OR_DiJet30woTT28	Bool_t	
Events	L1_ETMHF100_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF100_Jet90_OR_DoubleJet45_OR_TripleJet30	Bool_t	
Events	L1_ETMHF105_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF110	Bool_t	
Events	L1_ETMHF110_HTT60er	Bool_t	
Events	L1_ETMHF110_Jet60_OR_DiJet30woTT28	Bool_t	
Events	L1_ETMHF110_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF110_Jet90_OR_DoubleJet45_OR_TripleJet30	Bool_t	
Events	L1_ETMHF115_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF120	Bool_t	
Events	L1_ETMHF120_HTT60er	Bool_t	
Events	L1_ETMHF120_Jet60_OR_DiJet30woTT28	Bool_t	
Events	L1_ETMHF120_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF150	Bool_t	
Events	L1_ETMHF70	Bool_t	
Events	L1_ETMHF70_Jet60_OR_DiJet30woTT28	Bool_t	
Events	L1_ETMHF70_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF70_Jet90_OR_DoubleJet45_OR_TripleJet30	Bool_t	
Events	L1_ETMHF75_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF80	Bool_t	
Events	L1_ETMHF80_HTT60er	Bool_t	
Events	L1_ETMHF80_Jet60_OR_DiJet30woTT28	Bool_t	
Events	L1_ETMHF80_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF80_Jet90_OR_DoubleJet45_OR_TripleJet30	Bool_t	
Events	L1_ETMHF85_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF90	Bool_t	
Events	L1_ETMHF90_HTT60er	Bool_t	
Events	L1_ETMHF90_Jet60_OR_DiJet30woTT28	Bool_t	
Events	L1_ETMHF90_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETMHF90_Jet90_OR_DoubleJet45_OR_TripleJet30	Bool_t	
Events	L1_ETMHF95_Jet60_OR_DoubleJet30	Bool_t	
Events	L1_ETT100_BptxAND	Bool_t	
Events	L1_ETT110_BptxAND	Bool_t	
Events	L1_ETT40_BptxAND	Bool_t	
Events	L1_ETT50_BptxAND	Bool_t	
Events	L1_ETT60_BptxAND	Bool_t	
Events	L1_ETT70_BptxAND	Bool_t	
Events	L1_ETT75_BptxAND	Bool_t	
Events	L1_ETT80_BptxAND	Bool_t	
Events	L1_ETT85_BptxAND	Bool_t	
Events	L1_ETT90_BptxAND	Bool_t	
Events	L1_ETT95_BptxAND	Bool_t	
Events	L1_FirstBunchAfterTrain	Bool_t	
Events	L1_FirstBunchInTrain	Bool_t	
Events	L1_FirstCollisionInOrbit	Bool_t	
Events	L1_FirstCollisionInTrain	Bool_t	
Events	L1_HTT120er	Bool_t	
Events	L1_HTT160er	Bool_t	
Events	L1_HTT200er	Bool_t	
Events	L1_HTT220er	Bool_t	
Events	L1_HTT240er	Bool_t	
Events	L1_HTT250er_QuadJet_70_55_40_35_er2p5	Bool_t	
Events	L1_HTT255er	Bool_t	
Events	L1_HTT270er	Bool_t	
Events	L1_HTT280er	Bool_t	
Events	L1_HTT280er_QuadJet_70_55_40_35_er2p5	Bool_t	
Events	L1_HTT300er	Bool_t	
Events	L1_HTT300er_QuadJet_70_55_40_35_er2p5	Bool_t	
Events	L1_HTT320er	Bool_t	
Events	L1_HTT320er_QuadJet_70_55_40_40_er2p4	Bool_t	
Events	L1_HTT320er_QuadJet_70_55_40_40_er2p5	Bool_t	
Events	L1_HTT320er_QuadJet_70_55_45_45_er2p5	Bool_t	
Events	L1_HTT340er	Bool_t	
Events	L1_HTT340er_QuadJet_70_55_40_40_er2p5	Bool_t	
Events	L1_HTT340er_QuadJet_70_55_45_45_er2p5	Bool_t	
Events	L1_HTT380er	Bool_t	
Events	L1_HTT400er	Bool_t	
Events	L1_HTT450er	Bool_t	
Events	L1_HTT500er	Bool_t	
Events	L1_IsoEG33_Mt40	Bool_t	
Events	L1_IsoEG33_Mt44	Bool_t	
Events	L1_IsoEG33_Mt48	Bool_t	
Events	L1_IsoTau40er_ETM100	Bool_t	
Events	L1_IsoTau40er_ETM105	Bool_t	
Events	L1_IsoTau40er_ETM110	Bool_t	
Events	L1_IsoTau40er_ETM115	Bool_t	
Events	L1_IsoTau40er_ETM120	Bool_t	
Events	L1_IsoTau40er_ETM80	Bool_t	
Events	L1_IsoTau40er_ETM85	Bool_t	
Events	L1_IsoTau40er_ETM90	Bool_t	
Events	L1_IsoTau40er_ETM95	Bool_t	
Events	L1_IsoTau40er_ETMHF100	Bool_t	
Events	L1_IsoTau40er_ETMHF110	Bool_t	
Events	L1_IsoTau40er_ETMHF120	Bool_t	
Events	L1_IsoTau40er_ETMHF80	Bool_t	
Events	L1_IsoTau40er_ETMHF90	Bool_t	
Events	L1_IsolatedBunch	Bool_t	
Events	L1_Jet32_DoubleMu_10_0_dPhi_Jet_Mu0_Max0p4_dPhi_Mu_Mu_Min1p0	Bool_t	
Events	L1_Jet32_Mu0_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0	Bool_t	
Events	L1_LastCollisionInTrain	Bool_t	
Events	L1_LooseIsoEG18er2p1_IsoTau24er2p1_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG20er2p1_IsoTau25er2p1_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG22er2p1_IsoTau26er2p1_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG24er2p1_HTT100er	Bool_t	
Events	L1_LooseIsoEG24er2p1_IsoTau27er2p1_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG24er2p1_Jet26er2p7_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG24er2p1_Jet26er3p0_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG24er2p1_TripleJet_26er2p7_26_26er2p7	Bool_t	
Events	L1_LooseIsoEG24er2p1_TripleJet_26er3p0_26_26er3p0	Bool_t	
Events	L1_LooseIsoEG26er2p1_HTT100er	Bool_t	
Events	L1_LooseIsoEG26er2p1_Jet34er2p7_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG26er2p1_Jet34er3p0_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG28er2p1_HTT100er	Bool_t	
Events	L1_LooseIsoEG28er2p1_Jet34er2p7_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG28er2p1_Jet34er3p0_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG30er2p1_Jet34er2p7_dR_Min0p3	Bool_t	
Events	L1_LooseIsoEG30er2p1_Jet34er3p0_dR_Min0p3	Bool_t	
Events	L1_MU20_EG15	Bool_t	
Events	L1_MinimumBiasHF0_AND_BptxAND	Bool_t	
Events	L1_MinimumBiasHF0_OR_BptxAND	Bool_t	
Events	L1_Mu10er2p1_ETM30	Bool_t	
Events	L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6	Bool_t	
Events	L1_Mu12_EG10	Bool_t	
Events	L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6	Bool_t	
Events	L1_Mu14er2p1_ETM30	Bool_t	
Events	L1_Mu15_HTT100er	Bool_t	
Events	L1_Mu16er2p1_Tau20er2p1	Bool_t	
Events	L1_Mu16er2p1_Tau24er2p1	Bool_t	
Events	L1_Mu18_HTT100er	Bool_t	
Events	L1_Mu18_Jet24er2p7	Bool_t	
Events	L1_Mu18_Jet24er3p0	Bool_t	
Events	L1_Mu18er2p1_IsoTau26er2p1	Bool_t	
Events	L1_Mu18er2p1_Tau20er2p1	Bool_t	
Events	L1_Mu18er2p1_Tau24er2p1	Bool_t	
Events	L1_Mu20_EG10	Bool_t	
Events	L1_Mu20_EG17	Bool_t	
Events	L1_Mu20_LooseIsoEG6	Bool_t	
Events	L1_Mu20er2p1_IsoTau26er2p1	Bool_t	
Events	L1_Mu20er2p1_IsoTau27er2p1	Bool_t	
Events	L1_Mu22er2p1_IsoTau28er2p1	Bool_t	
Events	L1_Mu22er2p1_IsoTau30er2p1	Bool_t	
Events	L1_Mu22er2p1_IsoTau32er2p1	Bool_t	
Events	L1_Mu22er2p1_IsoTau33er2p1	Bool_t	
Events	L1_Mu22er2p1_IsoTau34er2p1	Bool_t	
Events	L1_Mu22er2p1_IsoTau35er2p1	Bool_t	
Events	L1_Mu22er2p1_IsoTau36er2p1	Bool_t	
Events	L1_Mu22er2p1_IsoTau38er2p1	Bool_t	
Events	L1_Mu22er2p1_IsoTau40er2p1	Bool_t	
Events	L1_Mu22er2p1_Tau50er2p1	Bool_t	
Events	L1_Mu22er2p1_Tau70er2p1	Bool_t	
Events	L1_Mu23_EG10	Bool_t	
Events	L1_Mu23_LooseIsoEG10	Bool_t	
Events	L1_Mu3_Jet120er2p7_dEta_Max0p4_dPhi_Max0p4	Bool_t	
Events	L1_Mu3_Jet16er2p7_dEta_Max0p4_dPhi_Max0p4	Bool_t	
Events	L1_Mu3_Jet30er2p5	Bool_t	
Events	L1_Mu3_Jet60er2p7_dEta_Max0p4_dPhi_Max0p4	Bool_t	
Events	L1_Mu3_JetC120_dEta_Max0p4_dPhi_Max0p4	Bool_t	
Events	L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4	Bool_t	
Events	L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4	Bool_t	
Events	L1_Mu5_EG15	Bool_t	
Events	L1_Mu5_EG20	Bool_t	
Events	L1_Mu5_EG23	Bool_t	
Events	L1_Mu5_LooseIsoEG18	Bool_t	
Events	L1_Mu5_LooseIsoEG20	Bool_t	
Events	L1_Mu6_DoubleEG10	Bool_t	
Events	L1_Mu6_DoubleEG17	Bool_t	
Events	L1_Mu6_HTT200er	Bool_t	
Events	L1_Mu6_HTT240er	Bool_t	
Events	L1_Mu6_HTT250er	Bool_t	
Events	L1_Mu7_EG23	Bool_t	
Events	L1_Mu7_LooseIsoEG20	Bool_t	
Events	L1_Mu7_LooseIsoEG23	Bool_t	
Events	L1_Mu8_HTT150er	Bool_t	
Events	L1_NotBptxOR	Bool_t	
Events	L1_QuadJet36er2p7_IsoTau52er2p1	Bool_t	
Events	L1_QuadJet36er2p7_Tau52	Bool_t	
Events	L1_QuadJet36er3p0_IsoTau52er2p1	Bool_t	
Events	L1_QuadJet36er3p0_Tau52	Bool_t	
Events	L1_QuadJet40er2p7	Bool_t	
Events	L1_QuadJet40er3p0	Bool_t	
Events	L1_QuadJet50er2p7	Bool_t	
Events	L1_QuadJet50er3p0	Bool_t	
Events	L1_QuadJet60er2p7	Bool_t	
Events	L1_QuadJet60er3p0	Bool_t	
Events	L1_QuadMu0	Bool_t	
Events	L1_SingleEG10	Bool_t	
Events	L1_SingleEG15	Bool_t	
Events	L1_SingleEG18	Bool_t	
Events	L1_SingleEG24	Bool_t	
Events	L1_SingleEG26	Bool_t	
Events	L1_SingleEG28	Bool_t	
Events	L1_SingleEG2_BptxAND	Bool_t	
Events	L1_SingleEG30	Bool_t	
Events	L1_SingleEG32	Bool_t	
Events	L1_SingleEG34	Bool_t	
Events	L1_SingleEG34er2p1	Bool_t	
Events	L1_SingleEG36	Bool_t	
Events	L1_SingleEG36er2p1	Bool_t	
Events	L1_SingleEG38	Bool_t	
Events	L1_SingleEG38er2p1	Bool_t	
Events	L1_SingleEG40	Bool_t	
Events	L1_SingleEG42	Bool_t	
Events	L1_SingleEG45	Bool_t	
Events	L1_SingleEG5	Bool_t	
Events	L1_SingleEG50	Bool_t	
Events	L1_SingleIsoEG18	Bool_t	
Events	L1_SingleIsoEG18er2p1	Bool_t	
Events	L1_SingleIsoEG20	Bool_t	
Events	L1_SingleIsoEG20er2p1	Bool_t	
Events	L1_SingleIsoEG22	Bool_t	
Events	L1_SingleIsoEG22er2p1	Bool_t	
Events	L1_SingleIsoEG24	Bool_t	
Events	L1_SingleIsoEG24er2p1	Bool_t	
Events	L1_SingleIsoEG26	Bool_t	
Events	L1_SingleIsoEG26er2p1	Bool_t	
Events	L1_SingleIsoEG28	Bool_t	
Events	L1_SingleIsoEG28er2p1	Bool_t	
Events	L1_SingleIsoEG30	Bool_t	
Events	L1_SingleIsoEG30er2p1	Bool_t	
Events	L1_SingleIsoEG32	Bool_t	
Events	L1_SingleIsoEG32er2p1	Bool_t	
Events	L1_SingleIsoEG33er2p1	Bool_t	
Events	L1_SingleIsoEG34	Bool_t	
Events	L1_SingleIsoEG34er2p1	Bool_t	
Events	L1_SingleIsoEG35	Bool_t	
Events	L1_SingleIsoEG35er2p1	Bool_t	
Events	L1_SingleIsoEG36	Bool_t	
Events	L1_SingleIsoEG36er2p1	Bool_t	
Events	L1_SingleIsoEG37	Bool_t	
Events	L1_SingleIsoEG38	Bool_t	
Events	L1_SingleIsoEG38er2p1	Bool_t	
Events	L1_SingleIsoEG40	Bool_t	
Events	L1_SingleIsoEG40er2p1	Bool_t	
Events	L1_SingleJet120	Bool_t	
Events	L1_SingleJet120_FWD	Bool_t	
Events	L1_SingleJet12_BptxAND	Bool_t	
Events	L1_SingleJet140	Bool_t	
Events	L1_SingleJet150	Bool_t	
Events	L1_SingleJet16	Bool_t	
Events	L1_SingleJet160	Bool_t	
Events	L1_SingleJet170	Bool_t	
Events	L1_SingleJet180	Bool_t	
Events	L1_SingleJet20	Bool_t	
Events	L1_SingleJet200	Bool_t	
Events	L1_SingleJet20er2p7_NotBptxOR	Bool_t	
Events	L1_SingleJet20er2p7_NotBptxOR_3BX	Bool_t	
Events	L1_SingleJet20er3p0_NotBptxOR	Bool_t	
Events	L1_SingleJet20er3p0_NotBptxOR_3BX	Bool_t	
Events	L1_SingleJet35	Bool_t	
Events	L1_SingleJet35_FWD	Bool_t	
Events	L1_SingleJet35_HFm	Bool_t	
Events	L1_SingleJet35_HFp	Bool_t	
Events	L1_SingleJet43er2p7_NotBptxOR_3BX	Bool_t	
Events	L1_SingleJet43er3p0_NotBptxOR_3BX	Bool_t	
Events	L1_SingleJet46er2p7_NotBptxOR_3BX	Bool_t	
Events	L1_SingleJet46er3p0_NotBptxOR_3BX	Bool_t	
Events	L1_SingleJet60	Bool_t	
Events	L1_SingleJet60_FWD	Bool_t	
Events	L1_SingleJet60_HFm	Bool_t	
Events	L1_SingleJet60_HFp	Bool_t	
Events	L1_SingleJet90	Bool_t	
Events	L1_SingleJet90_FWD	Bool_t	
Events	L1_SingleMu0_BMTF	Bool_t	
Events	L1_SingleMu0_EMTF	Bool_t	
Events	L1_SingleMu0_OMTF	Bool_t	
Events	L1_SingleMu10_LowQ	Bool_t	
Events	L1_SingleMu11_LowQ	Bool_t	
Events	L1_SingleMu12_LowQ_BMTF	Bool_t	
Events	L1_SingleMu12_LowQ_EMTF	Bool_t	
Events	L1_SingleMu12_LowQ_OMTF	Bool_t	
Events	L1_SingleMu14er2p1	Bool_t	
Events	L1_SingleMu16	Bool_t	
Events	L1_SingleMu16er2p1	Bool_t	
Events	L1_SingleMu18	Bool_t	
Events	L1_SingleMu18er2p1	Bool_t	
Events	L1_SingleMu20	Bool_t	
Events	L1_SingleMu20er2p1	Bool_t	
Events	L1_SingleMu22	Bool_t	
Events	L1_SingleMu22_BMTF	Bool_t	
Events	L1_SingleMu22_EMTF	Bool_t	
Events	L1_SingleMu22_OMTF	Bool_t	
Events	L1_SingleMu22er2p1	Bool_t	
Events	L1_SingleMu25	Bool_t	
Events	L1_SingleMu3	Bool_t	
Events	L1_SingleMu30	Bool_t	
Events	L1_SingleMu5	Bool_t	
Events	L1_SingleMu7	Bool_t	
Events	L1_SingleMuCosmics	Bool_t	
Events	L1_SingleMuCosmics_BMTF	Bool_t	
Events	L1_SingleMuCosmics_EMTF	Bool_t	
Events	L1_SingleMuCosmics_OMTF	Bool_t	
Events	L1_SingleMuOpen	Bool_t	
Events	L1_SingleMuOpen_NotBptxOR	Bool_t	
Events	L1_SingleMuOpen_NotBptxOR_3BX	Bool_t	
Events	L1_SingleTau100er2p1	Bool_t	
Events	L1_SingleTau120er2p1	Bool_t	
Events	L1_SingleTau130er2p1	Bool_t	
Events	L1_SingleTau140er2p1	Bool_t	
Events	L1_SingleTau20	Bool_t	
Events	L1_SingleTau80er2p1	Bool_t	
Events	L1_TripleEG_14_10_8	Bool_t	
Events	L1_TripleEG_18_17_8	Bool_t	
Events	L1_TripleEG_LooseIso20_10_5	Bool_t	
Events	L1_TripleJet_100_85_72_VBF	Bool_t	
Events	L1_TripleJet_105_85_76_VBF	Bool_t	
Events	L1_TripleJet_84_68_48_VBF	Bool_t	
Events	L1_TripleJet_88_72_56_VBF	Bool_t	
Events	L1_TripleJet_92_76_64_VBF	Bool_t	
Events	L1_TripleJet_98_83_71_VBF	Bool_t	
Events	L1_TripleMu0	Bool_t	
Events	L1_TripleMu0_OQ	Bool_t	
Events	L1_TripleMu3	Bool_t	
Events	L1_TripleMu3_SQ	Bool_t	
Events	L1_TripleMu_4_4_4	Bool_t	
Events	L1_TripleMu_5OQ_3p5OQ_2p5OQ_DoubleMu_5_2p5_OQ_OS_Mass_5to17	Bool_t	
Events	L1_TripleMu_5OQ_3p5OQ_2p5OQ_DoubleMu_5_2p5_OQ_OS_Mass_8to14	Bool_t	
Events	L1_TripleMu_5SQ_3SQ_0OQ	Bool_t	
Events	L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9	Bool_t	
Events	L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9	Bool_t	
Events	L1_TripleMu_5_0_0	Bool_t	
Events	L1_TripleMu_5_3_3	Bool_t	
Events	L1_TripleMu_5_3p5_2p5	Bool_t	
Events	L1_TripleMu_5_3p5_2p5_DoubleMu_5_2p5_OS_Mass_5to17	Bool_t	
Events	L1_TripleMu_5_4_2p5_DoubleMu_5_2p5_OS_Mass_5to17	Bool_t	
Events	L1_TripleMu_5_5_3	Bool_t	
Events	L1_UnpairedBunchBptxMinus	Bool_t	
Events	L1_UnpairedBunchBptxPlus	Bool_t	
Events	L1_UnprefireableEvent	Bool_t	
Events	L1_ZeroBias	Bool_t	
Events	L1_ZeroBias_copy	Bool_t	
Events	LowPtElectron_ID	Float_t	nLowPtElectron
Events	LowPtElectron_charge	Int_t	nLowPtElectron
Events	LowPtElectron_convVeto	Bool_t	nLowPtElectron
Events	LowPtElectron_convVtxRadius	Float_t	nLowPtElectron
Events	LowPtElectron_convWP	Int_t	nLowPtElectron
Events	LowPtElectron_deltaEtaSC	Float_t	nLowPtElectron
Events	LowPtElectron_dxy	Float_t	nLowPtElectron
Events	LowPtElectron_dxyErr	Float_t	nLowPtElectron
Events	LowPtElectron_dz	Float_t	nLowPtElectron
Events	LowPtElectron_dzErr	Float_t	nLowPtElectron
Events	LowPtElectron_eInvMinusPInv	Float_t	nLowPtElectron
Events	LowPtElectron_embeddedID	Float_t	nLowPtElectron
Events	LowPtElectron_energyErr	Float_t	nLowPtElectron
Events	LowPtElectron_eta	Float_t	nLowPtElectron
Events	LowPtElectron_hoe	Float_t	nLowPtElectron
Events	LowPtElectron_lostHits	UChar_t	nLowPtElectron
Events	LowPtElectron_mass	Float_t	nLowPtElectron
Events	LowPtElectron_miniPFRelIso_all	Float_t	nLowPtElectron
Events	LowPtElectron_miniPFRelIso_chg	Float_t	nLowPtElectron
Events	LowPtElectron_pdgId	Int_t	nLowPtElectron
Events	LowPtElectron_phi	Float_t	nLowPtElectron
Events	LowPtElectron_pt	Float_t	nLowPtElectron
